Company,Ticker,Earning Time,Earning Score,Starting Week,Earning Date,Market Time,Left-day Open,Right-day Open,Left-day Close,Right-day Close,Left-day High,Right-day High,Left-day Low,Right-day Low,Close diff,Hi-lo diff,Change,Predict,DIFF,True Label
Marriott,MAR,Fri before market,-6,2020-11-02,2020-11-06,PREMARKET,98.73,102.0,100.91,103.89,102.89,104.65,98.13,101.5,2.953126548409468,6.644247426882721,BULL,NEUTRAL,6.644247426882721,BULL
Toyota,TM,Fri before market,-24,2020-11-02,2020-11-06,PREMARKET,133.71,134.54,134.9,135.03,135.23,136.01,133.41,133.96,0.0963676797627766,1.9488793943482463,NEUTRAL,NEUTRAL,1.9488793943482463,NEUTRAL
Callaway,ELY,Mon after market,11,2020-11-09,2020-11-09,AFH,18.35,18.43,18.58,18.1,19.19,18.49,17.98,17.02,-2.5834230355220478,2.836484983314791,BEAR,NEUTRAL,2.836484983314791,BULL
Beyond Meat,BYND,Mon after market,1,2020-11-09,2020-11-09,AFH,164.37,118.92,150.5,125.01,170.8,131.92,141.25,113.26,-16.93687707641196,-6.605309734513288,BEAR,NEUTRAL,-6.605309734513288,BEAR
Tilray,TLRY,Mon after market,50,2020-11-09,2020-11-09,AFH,11.82,9.31,10.1,8.33,12.15,9.33,9.63,8.07,-17.524752475247517,-3.1152647975077996,BEAR,NEUTRAL,-3.1152647975077996,BEAR
Adidas,ADDYY,Tue before market,20,2020-11-09,2020-11-10,PREMARKET,179.01,164.08,173.52,165.13,179.65,166.78,173.24,162.0,-4.83517750115261,-3.728930962826138,BEAR,NEUTRAL,-3.728930962826138,BEAR
Advance Auto,AAP,Tue before market,3,2020-11-09,2020-11-10,PREMARKET,160.3,152.03,155.38,154.18,162.77,157.59,155.08,149.5,-0.7723001673316965,1.6185194738199682,NEUTRAL,NEUTRAL,1.6185194738199682,NEUTRAL
Lyft,LYFT,Tue after market,46,2020-11-09,2020-11-10,AFH,36.78,37.29,36.05,36.41,38.06,38.9,35.89,35.86,0.9986130374479929,8.386737252716635,NEUTRAL,NEUTRAL,8.386737252716635,BULL
Kodak,KODK,Tue after market,23,2020-11-09,2020-11-10,AFH,6.72,6.53,6.68,6.63,6.89,6.76,6.53,6.36,-0.7485029940119681,3.522205206738116,NEUTRAL,NEUTRAL,3.522205206738116,BULL
Revolve,RVLV,Wed after market,-90,2020-11-09,2020-11-11,AFH,22.0,19.11,22.44,21.01,22.92,21.16,21.18,18.81,-6.372549019607843,-0.09442870632672129,BEAR,BEAR,-0.09442870632672129,NEUTRAL
Farfetch,FTCH,Thu after market,-84,2020-11-09,2020-11-12,AFH,42.53,48.65,43.21,45.67,45.49,50.36,42.51,45.15,5.693126591066888,18.46624323688544,BULL,BEAR,18.46624323688544,BULL
Wix,WIX,Thu before market,-26,2020-11-09,2020-11-12,PREMARKET,252.27,265.15,269.78,255.07,273.0,272.0,251.56,250.24,-5.452591000074126,8.12529813960885,BEAR,NEUTRAL,8.12529813960885,BULL
Home Depot,HD,Tue before market,-59,2020-11-16,2020-11-17,PREMARKET,273.11,266.18,273.49,266.54,275.17,267.58,270.39,263.54,-2.541226370251193,-1.0392396168497409,BEAR,BEAR,-1.0392396168497409,NEUTRAL
Wal-Mart,WMT,Tue before market,-22,2020-11-16,2020-11-17,PREMARKET,148.23,148.2,150.11,147.09,151.05,150.9,147.0,146.9,-2.011857970821407,2.6530612244898055,BEAR,NEUTRAL,2.6530612244898055,BULL
Kohl's,KSS,Tue before market,-7,2020-11-16,2020-11-17,PREMARKET,25.61,25.27,25.81,28.8,25.93,29.04,24.48,25.05,11.584657109647424,18.627450980392158,BULL,NEUTRAL,18.627450980392158,BULL
Target,TGT,Wed before market,-31,2020-11-16,2020-11-18,PREMARKET,162.33,164.25,161.38,165.15,163.03,170.37,158.88,162.88,2.3361011277729604,7.231873111782483,BULL,NEUTRAL,7.231873111782483,BULL
Lowe's,LOW,Wed before market,-50,2020-11-16,2020-11-18,PREMARKET,158.11,148.78,158.17,145.19,159.8,152.68,154.91,145.17,-8.206360245305678,-1.4395455425730952,BEAR,BEAR,-1.4395455425730952,NEUTRAL
TJX,TJX,Wed before market,-60,2020-11-16,2020-11-18,PREMARKET,59.37,61.94,60.47,61.6,60.84,64.42,58.47,60.74,1.8686952207706442,10.176158713870365,NEUTRAL,BEAR,10.176158713870365,BULL
Jack in the Box,JACK,Wed after market,59,2020-11-16,2020-11-18,AFH,86.42,91.05,85.55,89.65,88.24,93.38,84.87,87.0,4.792518994739936,10.027100271002709,BULL,BULL,10.027100271002709,BULL
Nvidia,NVDA,Wed after market,42,2020-11-16,2020-11-18,AFH,134.54,132.01,134.17,134.29,135.94,134.76,131.74,130.89,0.08943877170752845,2.292394109609819,NEUTRAL,NEUTRAL,2.292394109609819,BULL
L Brands,LB,Wed after market,-29,2020-11-16,2020-11-18,AFH,35.37,39.15,33.45,39.36,35.75,39.76,33.42,37.42,17.66816143497756,18.97067624177138,BULL,NEUTRAL,18.97067624177138,BULL
Shoe Carnival,SCVL,Wed after market,-27,2020-11-16,2020-11-18,AFH,18.17,18.76,17.77,18.14,18.78,19.17,17.71,17.39,2.0821609454136247,8.243929983060427,BULL,NEUTRAL,8.243929983060427,BULL
Sonos,SONO,Wed after market,-43,2020-11-16,2020-11-18,AFH,17.09,20.25,17.09,22.19,17.59,22.37,16.9,20.2,29.84201287302517,32.36686390532546,BULL,NEUTRAL,32.36686390532546,BULL
Intuit,INTU,Thu after market,-14,2020-11-16,2020-11-19,AFH,351.72,357.34,359.92,346.23,361.87,358.48,347.59,346.05,-3.803623027339409,3.1330015247849508,BEAR,NEUTRAL,3.1330015247849508,BULL
Macy's,M,Thu before market,-55,2020-11-16,2020-11-19,PREMARKET,8.94,8.52,8.99,9.18,9.26,9.24,8.69,8.06,2.1134593993325845,6.329113924050644,BULL,BEAR,6.329113924050644,BULL
Ross Stores,ROST,Thu after market,-86,2020-11-16,2020-11-19,AFH,109.23,114.45,109.68,108.48,111.16,114.46,108.28,108.29,-1.0940919037199182,5.707425193941629,NEUTRAL,BEAR,5.707425193941629,BULL
Footlocker,FL,Fri before market,-36,2020-11-16,2020-11-20,PREMARKET,39.34,41.09,40.92,38.89,41.1,41.58,38.93,38.67,-4.9608993157380326,6.807089648086295,BEAR,NEUTRAL,6.807089648086295,BULL
Urban Outfitters,URBN,Mon after market,-5,2020-11-23,2020-11-23,AFH,30.68,30.9,31.66,30.12,31.98,31.33,30.15,29.6,-4.864181933038536,3.913764510779427,BEAR,NEUTRAL,3.913764510779427,BULL
Best Buy,BBY,Tue before market,45,2020-11-23,2020-11-24,PREMARKET,118.08,113.74,119.88,111.53,122.11,114.98,117.78,111.19,-6.965298631965289,-2.3773136355917823,BEAR,NEUTRAL,-2.3773136355917823,BEAR
Nordstrom,JWN,Tue after market,-30,2020-11-23,2020-11-24,AFH,24.71,25.45,24.55,27.41,24.79,29.54,23.75,24.94,11.649694501018338,24.378947368421056,BULL,NEUTRAL,24.378947368421056,BULL
Smuckers,SJM,Tue before market,39,2020-11-23,2020-11-24,PREMARKET,113.69,114.08,113.52,115.22,115.04,116.54,113.27,112.28,1.497533474277657,2.886907389423521,NEUTRAL,NEUTRAL,2.886907389423521,BULL
Gap,GPS,Tue after market,-19,2020-11-23,2020-11-24,AFH,26.42,22.46,26.56,21.35,26.68,22.62,25.42,21.07,-19.615963855421683,-11.014948859166019,BEAR,NEUTRAL,-11.014948859166019,BEAR
Autodesk,ADSK,Tue after market,-19,2020-11-23,2020-11-24,AFH,257.72,260.99,258.97,271.24,260.89,282.49,256.6,260.01,4.73800054060316,10.089633671083398,BULL,NEUTRAL,10.089633671083398,BULL
Burlington,BURL,Tue before market,-64,2020-11-23,2020-11-24,PREMARKET,235.72,230.0,230.0,225.95,235.87,234.25,229.43,223.94,-1.7608695652173934,2.1008586496970683,NEUTRAL,BEAR,2.1008586496970683,BULL
Dollar Tree,DLTR,Tue before market,-7,2020-11-23,2020-11-24,PREMARKET,95.72,107.38,97.61,111.35,98.06,112.78,95.23,104.98,14.076426595635683,18.429066470649992,BULL,NEUTRAL,18.429066470649992,BULL
Abercrombie,ANF,Tue before market,33,2020-11-23,2020-11-24,PREMARKET,21.21,23.75,22.69,22.97,22.77,23.82,21.09,21.65,1.2340237990303926,12.944523470839254,NEUTRAL,NEUTRAL,12.944523470839254,BULL
American Eagle,AEO,Tue after market,-22,2020-11-23,2020-11-24,AFH,18.4,17.4,17.41,18.1,18.42,18.55,17.14,17.15,3.9632395175186685,8.22637106184365,BULL,NEUTRAL,8.22637106184365,BULL
Deere,DE,Wed before market,-29,2020-11-23,2020-11-25,PREMARKET,261.58,260.94,259.45,254.41,262.09,263.78,257.97,252.51,-1.9425708228945848,2.2521998682017097,NEUTRAL,NEUTRAL,2.2521998682017097,BULL
Zoom,ZM,Mon after market,-96,2020-11-30,2020-11-30,AFH,485.7,434.72,478.36,406.31,486.83,434.99,460.0,401.72,-15.061878083451797,-5.436956521739134,BEAR,BEAR,-5.436956521739134,BEAR
At Home,HOME,Tue after market,-13,2020-11-30,2020-12-01,AFH,19.0,17.5,18.41,18.59,19.06,19.07,17.19,16.85,0.977729494839763,10.936591041303068,NEUTRAL,NEUTRAL,10.936591041303068,BULL
Salesforce,CRM,Tue after market,-40,2020-11-30,2020-12-01,AFH,245.0,225.48,241.35,220.78,246.7,226.0,238.7,215.63,-8.522892065465093,-5.320485965647248,BEAR,NEUTRAL,-5.320485965647248,BEAR
Five Below,FIVE,Wed after market,62,2020-11-30,2020-12-02,AFH,160.11,160.0,156.07,162.8,163.09,167.53,155.79,159.04,4.3121676170948975,7.535785352076529,BULL,BULL,7.535785352076529,BULL
Dollar General,DG,Thu before market,-42,2020-11-30,2020-12-03,PREMARKET,217.84,212.26,216.3,213.27,218.23,214.77,215.31,210.29,-1.4008321775312083,-0.2508011704054569,NEUTRAL,NEUTRAL,-0.2508011704054569,NEUTRAL
Ollie's,OLLI,Thu after market,53,2020-11-30,2020-12-03,AFH,88.34,79.2,89.5,80.71,89.65,82.43,84.06,78.55,-9.821229050279335,-1.9390911253866272,BEAR,BULL,-1.9390911253866272,NEUTRAL
Kroger,KR,Thu before market,-79,2020-11-30,2020-12-03,PREMARKET,32.4,30.42,31.8,30.41,32.62,30.73,31.59,29.89,-4.371069182389942,-2.7223805001582724,BEAR,BEAR,-2.7223805001582724,BEAR
Tilly's,TLYS,Thu after market,-38,2020-11-30,2020-12-03,AFH,8.18,8.01,8.84,7.8,8.97,8.19,8.15,7.48,-11.764705882352944,0.4907975460122671,BEAR,NEUTRAL,0.4907975460122671,NEUTRAL
Build-A-Bear,BBW,Thu before market,5,2020-11-30,2020-12-03,PREMARKET,3.86,4.45,4.11,4.65,4.13,4.91,3.71,4.26,13.138686131386867,32.345013477088955,BULL,NEUTRAL,32.345013477088955,BULL
Ulta,ULTA,Thu after market,-2,2020-11-30,2020-12-03,AFH,283.95,280.25,289.53,279.54,293.52,289.9,282.44,276.56,-3.450419645632563,2.6412689420761915,BEAR,NEUTRAL,2.6412689420761915,BULL
Signet Jewelers,SIG,Thu before market,9,2020-11-30,2020-12-03,PREMARKET,30.09,29.75,29.73,29.39,30.22,30.91,28.71,28.11,-1.1436259670366655,7.662835249042144,NEUTRAL,NEUTRAL,7.662835249042144,BULL
Lands End,LE,Thu before market,64,2020-11-30,2020-12-03,PREMARKET,24.68,22.01,25.06,20.68,25.9,22.35,23.75,19.51,-17.4780526735834,-5.894736842105253,BEAR,BULL,-5.894736842105253,BEAR
Express,EXPR,Thu before market,-6,2020-11-30,2020-12-03,PREMARKET,1.65,1.15,1.58,1.17,1.65,1.3,1.49,1.07,-25.9493670886076,-12.751677852348987,BEAR,NEUTRAL,-12.751677852348987,BEAR
Big Lots,BIG,Fri before market,13,2020-11-30,2020-12-04,PREMARKET,51.71,47.38,52.04,46.26,52.45,48.46,49.77,46.19,-11.106840891621827,-2.6321076953988443,BEAR,NEUTRAL,-2.6321076953988443,BEAR
Casey's,CASY,Mon after market,16,2020-12-07,2020-12-07,AFH,191.72,184.08,186.89,180.6,193.71,186.25,186.34,179.34,-3.3656161378350813,-0.048298808629387846,BEAR,NEUTRAL,-0.048298808629387846,NEUTRAL
Stitch Fix,SFIX,Mon after market,-49,2020-12-07,2020-12-07,AFH,35.5,51.03,35.83,49.89,36.67,54.94,35.0,48.66,39.24085961484791,56.97142857142856,BULL,NEUTRAL,56.97142857142856,BULL
HR Block,HRB,Tue before market,-17,2020-12-07,2020-12-08,PREMARKET,17.7,16.76,17.29,15.92,17.76,17.0,17.1,15.75,-7.923655292076337,-0.5847953216374324,BEAR,NEUTRAL,-0.5847953216374324,NEUTRAL
AutoZone,AZO,Tue before market,-38,2020-12-07,2020-12-08,PREMARKET,1169.9,1128.0,1157.18,1095.99,1172.58,1138.0,1141.63,1085.85,-5.2878549577421,-0.3179664164396634,BEAR,NEUTRAL,-0.3179664164396634,NEUTRAL
Chewy,CHWY,Tue after market,27,2020-12-07,2020-12-08,AFH,75.6,78.0,79.15,75.57,79.78,82.49,74.8,74.35,-4.523057485786497,10.280748663101601,BEAR,NEUTRAL,10.280748663101601,BULL
G-III,GIII,Tue before market,-5,2020-12-07,2020-12-08,PREMARKET,24.2,25.13,23.98,23.96,24.46,25.93,23.38,23.56,-0.08340283569641116,10.906757912745935,NEUTRAL,NEUTRAL,10.906757912745935,BULL
Lovesac,LOVE,Wed before market,-9,2020-12-07,2020-12-09,PREMARKET,32.8,37.97,33.81,40.41,33.88,40.5,32.09,36.73,19.52085181898844,26.207541290121526,BULL,NEUTRAL,26.207541290121526,BULL
Campbell Soup,CPB,Wed before market,-46,2020-12-07,2020-12-09,PREMARKET,47.27,46.78,47.15,46.19,47.42,47.05,46.49,45.55,-2.0360551431601315,1.2045601204559997,BEAR,NEUTRAL,1.2045601204559997,NEUTRAL
Adobe,ADBE,Wed after market,-36,2020-12-07,2020-12-09,AFH,496.03,483.74,483.74,476.87,497.0,488.29,479.26,470.95,-1.4201843965766736,1.884154738555277,NEUTRAL,NEUTRAL,1.884154738555277,NEUTRAL
Designer Brands,DBI,Wed before market,-43,2020-12-07,2020-12-09,PREMARKET,8.22,8.65,8.61,7.9,8.93,8.65,8.15,7.72,-8.24622531939604,6.134969325153383,BEAR,NEUTRAL,6.134969325153383,BULL
Costco,COST,Thu after market,6,2020-12-07,2020-12-10,AFH,372.06,377.5,370.57,372.86,372.76,377.5,369.34,370.32,0.6179669158323797,2.209346401689505,NEUTRAL,NEUTRAL,2.209346401689505,BULL
Dave & Buster's,PLAY,Thu after market,51,2020-12-07,2020-12-10,AFH,25.0,25.5,25.73,25.02,25.77,26.19,24.92,24.34,-2.759424795958032,5.096308186195819,BEAR,BULL,5.096308186195819,BULL
Lululemon,LULU,Thu after market,9,2020-12-07,2020-12-10,AFH,367.02,366.33,369.07,344.32,370.68,366.57,359.78,343.28,-6.706044923727205,1.8872644393796323,BEAR,NEUTRAL,1.8872644393796323,NEUTRAL
FedEx,FDX,Thu after market,-68,2020-12-14,2020-12-17,AFH,287.13,281.27,289.96,273.4,291.59,282.28,283.97,272.8,-5.711132570009658,-0.5951332887277005,BEAR,BEAR,-0.5951332887277005,NEUTRAL
Rite Aid,RAD,Thu before market,27,2020-12-14,2020-12-17,PREMARKET,18.25,20.48,17.11,20.08,18.33,22.45,17.07,19.05,17.358270017533606,31.517281780902163,BULL,NEUTRAL,31.517281780902163,BULL
Darden,DRI,Fri before market,33,2020-12-14,2020-12-18,PREMARKET,116.58,115.97,116.67,114.25,117.4,118.99,113.46,113.36,-2.0742264506728447,4.873964392737529,BEAR,NEUTRAL,4.873964392737529,BULL
Carmax,KMX,Tue before market,-51,2021-01-07,2021-01-08,PREMARKET,98.62,100.33,100.3,102.1,100.61,103.15,97.43,100.33,1.7946161515453696,5.870881658626703,NEUTRAL,BEAR,5.870881658626703,BULL
Netflix,NFLX,Tue after market,-37,2021-01-19,2021-01-20,AFH,565.42,582.45,586.34,579.84,593.29,588.75,556.86,570.4,-1.1085718183988846,5.726753582588073,NEUTRAL,NEUTRAL,5.726753582588073,BULL
United Air,UAL,Wed after market,-4,2021-01-19,2021-01-21,AFH,43.8,41.95,42.59,42.14,43.98,42.29,41.72,41.61,-1.0565860530641014,1.366251198465962,NEUTRAL,NEUTRAL,1.366251198465962,NEUTRAL
Discover,DFS,Wed after market,-3,2021-01-19,2021-01-21,AFH,96.81,92.42,93.09,91.15,97.83,93.2,91.87,90.03,-2.084004726608657,1.4476978338957114,BEAR,NEUTRAL,1.4476978338957114,NEUTRAL
U.S. Bank,USB,Wed before market,1,2021-01-19,2021-01-21,PREMARKET,46.3,45.01,44.91,44.99,46.75,45.4,44.52,44.52,0.17813404586952686,1.9766397124887591,NEUTRAL,NEUTRAL,1.9766397124887591,NEUTRAL
5/3 Bank,FITB,Thu before market,-72,2021-01-19,2021-01-22,PREMARKET,30.88,30.14,30.24,30.46,31.23,30.55,29.95,29.99,0.7275132275132323,2.00333889816362,NEUTRAL,BEAR,2.00333889816362,BULL
Citrix,CTXS,Thu before market,-19,2021-01-19,2021-01-22,PREMARKET,133.37,126.31,126.59,126.0,133.37,126.69,126.19,124.14,-0.4660715696342521,0.3962279102940114,NEUTRAL,NEUTRAL,0.3962279102940114,NEUTRAL
Boot Barn,BOOT,Mon after market,-26,2021-01-25,2021-01-25,AFH,58.65,59.39,59.82,57.43,62.31,62.5,58.34,56.71,-3.9953192912069557,7.130613644154948,BEAR,NEUTRAL,7.130613644154948,BULL
Starbucks,SBUX,Tue after market,5,2021-01-25,2021-01-26,AFH,102.55,100.65,103.83,97.07,104.35,100.95,102.39,95.94,-6.510642396224597,-1.406387342513915,BEAR,NEUTRAL,-1.406387342513915,NEUTRAL
Hawaiian Holdings,HA,Tue after market,14,2021-01-25,2021-01-26,AFH,20.3,19.99,20.24,19.67,20.65,21.2,20.16,19.61,-2.8162055335968272,5.158730158730163,BEAR,NEUTRAL,5.158730158730163,BULL
Xerox,XRX,Tue before market,-29,2021-01-25,2021-01-26,PREMARKET,20.41,20.31,20.32,20.63,20.67,20.71,19.85,19.38,1.5255905511810885,4.332493702770779,NEUTRAL,NEUTRAL,4.332493702770779,BULL
AMEX,AXP,Tue before market,-19,2021-01-25,2021-01-26,PREMARKET,123.55,118.09,120.47,115.5,124.3,119.62,119.65,115.07,-4.125508425334113,-0.02507312996239408,BEAR,NEUTRAL,-0.02507312996239408,NEUTRAL
Alaska Air,ALK,Tue before market,-10,2021-01-25,2021-01-26,PREMARKET,54.0,53.5,52.9,51.83,54.05,53.65,51.23,51.62,-2.0226843100189074,4.723794651571356,BEAR,NEUTRAL,4.723794651571356,BULL
Polaris,PII,Tue before market,71,2021-01-25,2021-01-26,PREMARKET,117.17,124.61,117.71,121.83,121.93,127.07,115.25,115.93,3.500127431823974,10.255965292841651,BULL,BULL,10.255965292841651,BULL
Tesla,TSLA,Wed after market,-35,2021-01-25,2021-01-27,AFH,870.35,820.0,864.16,835.43,891.5,848.0,858.66,801.0,-3.3246158118866886,-1.2414692660657312,BEAR,NEUTRAL,-1.2414692660657312,NEUTRAL
